RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type,Na_Mg_ratio,Ca_Si_ratio,Alkali_total,Heavy_minerals,Mg_Al_interaction,Na_Ca_interaction,log_Ba,log_Fe,Composition_score
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3,3.7086824345427356,0.11609353347876844,13.8,0.1,4.9266,111.7456,0.0,0.09531017980432495,99.99
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,3,3.4545444731407744,0.11702565349121068,12.73,0.0,4.752000000000001,103.72479999999999,0.0,0.0,99.02
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,3,3.8086945482044787,0.1156180999500814,13.74,0.17,6.072,110.11320000000002,0.0,0.1570037488096647,99.98
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,3,3.671793930309249,0.13272727087094727,14.32,0.0,3.2369999999999997,135.8968,0.0,0.0,100.03999999999999
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,3,3.73698527753828,0.12232876544755115,13.700000000000001,0.0,2.3725,121.8052,0.0,0.0,99.93
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3,3.9470576626300993,0.1144586584886689,14.01,0.0,4.148,111.65440000000001,0.0,0.0,99.63999999999999
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,3,3.5921777675481095,0.12105770388296785,13.469999999999999,0.0,4.6898,113.03939999999999,0.0,0.0,99.75999999999999
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3,3.8352929896197088,0.11751814658925973,13.559999999999999,0.0,4.284,111.88319999999999,0.0,0.0,99.81
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,3,3.955751045501166,0.11908039483644832,13.93,0.0,4.3392,115.99650000000001,0.0,0.0,99.89
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3,3.731381986334578,0.13441983375930028,14.139999999999999,0.0,2.1807999999999996,135.3895,0.0,0.0,99.92
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3,3.967740771923527,0.12201554522465927,14.11,0.0,5.1832,118.92869999999998,0.0,0.0,99.87
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,3,4.017855947066683,0.1224631620452716,14.07,0.09,5.476799999999999,118.935,0.0,0.08617769624105241,99.89999999999999
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,3,3.991016769156656,0.1246187950565734,13.89,0.0,5.1436,119.83670000000001,0.0,0.0,99.89999999999999
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3,3.8531062561846734,0.1223675138008601,13.8,0.39,2.6550000000000002,121.2596,0.13976194237515863,0.2151113796169455,100.02000000000001
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,3,3.7539672608552217,0.1280829578463711,14.42,0.37,3.4398,129.6966,0.0,0.3148107398400336,99.98
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5,5.227609989697765,0.08398912456733261,15.69,2.2,9.38,82.2387,1.1631508098056809,0.0,99.83000000000001
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5,6.881077361579805,0.13880863751810926,13.33,0.0,3.4410000000000003,128.44570000000002,0.0,0.0,99.82
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5,6.1489328995037775,0.15660169974469257,12.030000000000001,0.0,2.9328,131.89960000000002,0.0,0.0,99.74
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5,6.450288625562207,0.15822439871698804,11.61,0.0,2.6676,128.1686,0.0,0.0,99.94
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5,12640000.000000002,0.15633898093099688,13.020000000000001,0.0,0.0,145.7392,0.0,0.0,99.95
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5,12860000.0,0.13765565596026455,13.83,0.0,0.0,130.78619999999998,0.0,0.0,99.71
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5,13270000.0,0.1550047904285254,13.74,0.0,0.0,150.2164,0.0,0.0,99.85
1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5,13440000.0,0.16948213556518782,13.76,0.0,0.0,164.5056,0.0,0.0,99.79999999999998
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5,13020000.0,0.09875141744109793,19.23,0.0,0.0,90.61919999999999,0.0,0.0,99.71
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5,13000000.0,0.09801980059377934,19.21,0.0,0.0,90.09,0.0,0.0,99.85999999999999
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5,13380000.000000002,0.17301037822823007,13.71,0.0,0.0,167.25,0.0,0.0,99.86
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5,7.9813615022599365,0.13438625471894908,13.61,0.75,3.4937,124.64499999999998,0.2151113796169455,0.41210965082683293,100.02000000000001
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5,39.30291120329939,0.15356315365086315,13.100000000000001,0.28,0.4983,146.1719,0.0,0.2468600779315258,99.88
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6,5.8577381348376,0.132237112999349,14.0,0.0,3.7284,133.98000000000002,0.0,0.0,99.89000000000001
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6,5.721989326975382,0.13427707347062845,13.79,0.0,2.8679,134.7283,0.0,0.0,99.92
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6,6.455354261002562,0.1279358921257821,14.46,0.0,3.6288000000000005,133.8996,0.0,0.0,99.96000000000001
1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6,6.433787016535608,0.12825099589581676,14.09,0.0,3.6353999999999997,131.3188,0.0,0.0,99.93
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6,8.275857312725684,0.10181086382547466,14.4,0.0,2.6796,109.296,0.0,0.0,99.82
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6,19.217924079584513,0.1372413774173603,14.99,0.0,1.3572,149.1505,0.0,0.0,99.96
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6,14150000.000000002,0.1495738225244182,14.15,0.0,0.0,153.95200000000003,0.0,0.0,99.85999999999999
1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6,14560000.000000002,0.1526946087004,14.56,0.0,0.0,163.3632,0.0,0.0,99.82000000000001
1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6,17380000.0,0.08818458973366147,17.38,0.0,0.0,115.577,0.0,0.0,99.78
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7,4.278123663086355,0.0745776668784828,15.45,1.19,5.792000000000001,74.3367,0.7839015438284094,0.0,99.89000000000001
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7,4.392636689375249,0.08126315675420132,15.780000000000001,1.63,7.2372000000000005,82.9128,0.9669838461896731,0.0,99.92999999999999
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,7,4.023950891032667,0.12199502456486566,14.04,0.0,4.1082,118.67519999999999,0.0,0.0,99.82
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,7,6.754542384298915,0.13891260832746075,15.62,0.0,4.532000000000001,145.03359999999998,0.0,0.0,99.9
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7,8.628410585567986,0.12224903986583784,16.099999999999998,1.68,2.3973,135.9519,0.9858167945227652,0.0,99.96000000000001
1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,7,7.797748428231221,0.11860464954029208,13.88,0.76,3.1862,120.3396,0.5653138090500605,0.0,99.98
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,7,14850000.0,0.11954148308485968,14.85,0.73,0.0,130.08599999999998,0.4946962418361071,0.08617769624105241,100.00000000000001
1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,7,14200000.0,0.12306016712414693,14.239999999999998,0.49,0.0,128.368,0.33647223662121284,0.08617769624105241,100.02000000000001
1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,7,14750000.0,0.1168173087261393,14.75,1.6700000000000002,0.0,125.8175,0.9516578757114462,0.0769610411361284,99.97
1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,7,14560000.000000002,0.11625051007981292,14.56,1.6400000000000001,0.0,124.0512,0.9439058989071285,0.06765864847381486,99.99
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,7,14140000.000000002,0.12358631797811258,14.22,0.66,0.0,128.24980000000002,0.47623417899637155,0.04879016416943205,100.02000000000001
1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,7,13870000.0,0.12849924718695552,14.01,0.8200000000000001,0.0,130.5167,0.5933268452777344,0.009950330853168092,100.01
1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,7,14700000.0,0.12213427780930297,14.7,0.66,0.0,131.56499999999997,0.5068176023684519,0.0,99.92999999999999
1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,7,14380000.000000002,0.1242134045935239,14.42,0.64,0.0,130.5704,0.4946962418361071,0.0,99.89999999999999
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7,15010000.0,0.12087611059717851,15.06,0.53,0.0,132.5383,0.4252677354043441,0.0,99.97999999999999
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7,15150000.000000002,0.11346938621130087,15.15,0.63,0.0,126.351,0.48858001481867086,0.0,99.87
1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7,11950000.0,0.11878158926866733,14.649999999999999,0.0,0.0,106.7135,0.0,0.0,99.95000000000002
1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,7,14850000.0,0.11380900550991584,14.85,0.56,0.0,124.59150000000001,0.4446858212614457,0.0,99.94
1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,7,14800000.000000002,0.11325399927159076,14.8,1.71,0.0,122.544,0.9969486348916095,0.0,99.89
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7,14950000.0,0.11882673780591083,14.95,0.67,0.0,130.21450000000002,0.5128236264286636,0.0,99.89999999999999
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,7,14950000.0,0.11796136295435865,14.95,1.55,0.0,128.71949999999998,0.9360933591703346,0.0,99.89999999999999
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7,14940000.0,0.11858842677351353,14.94,1.38,0.0,129.5298,0.8671004876833832,0.0,99.97
1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,7,14390000.000000002,0.08880043797968105,15.8,2.88,0.0,93.1033,1.355835153635182,0.0,99.82999999999998
1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,7,14370000.0,0.12971859808210573,14.37,0.54,0.0,135.79649999999998,0.4317824164255378,0.0,99.95
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7,14140000.000000002,0.12642886480610296,14.22,1.06,0.0,129.8052,0.7227059828014897,0.0,99.94999999999999
1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,7,14920000.0,0.11497399240385996,14.92,1.59,0.0,125.328,0.9516578757114462,0.0,99.96000000000001
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7,14360000.0,0.11495505155332264,14.36,1.64,0.0,121.19839999999999,0.9707789171582246,0.0,99.88
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,7,14380000.000000002,0.11520173732914364,14.38,1.57,0.0,121.9424,0.9439058989071285,0.0,99.98
1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,7,14230000.000000002,0.11750272467962479,14.23,1.67,0.0,122.6626,0.9820784724121581,0.0,99.96000000000001
